,tickerId,unSymbol,symbol,direction,strikePrice,ask_price,ask_volume,bid_price,bid_volume,expireDate,tradeTime,tradeStamp,volume,close,preClose,open,high,low,delta,vega,gamma,theta,rho,changeRatio,change,weekly,activeLevel,openIntChange
95,1019765900,TSLA,TSLA210401P00642500,put,642.5,20.75,10,20.45,28,2021-04-01,2021-03-30T19:08:28.908+0000,1617131582553,411,19.79,37.45,48.65,53.70,19.79,-1.0000,0.0000,0.0000,0.0017,-0.0528,-0.4716,-17.66,1,5,-22.0
96,1019532342,TSLA,TSLA210401C00645000,call,645,7.15,35,7.00,6,2021-04-01,2021-03-30T19:13:00.376+0000,1617131582465,3071,6.95,5.20,3.35,10.52,2.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.3365,1.75,1,6,98.0
97,1019532345,TSLA,TSLA210401P00645000,put,645,22.45,6,22.10,32,2021-04-01,2021-03-30T19:01:21.994+0000,1617131582643,1141,23.71,41.05,47.77,55.50,22.24,-1.0000,0.0000,0.0000,0.0017,-0.0530,-0.4224,-17.34,1,6,-5.0
98,1019683434,TSLA,TSLA210401C00647500,call,647.5,6.40,29,6.25,19,2021-04-01,2021-03-30T19:11:01.677+0000,1617131582135,1331,6.50,4.85,3.40,9.63,1.97,0.0000,0.0000,0.0000,0.0000,0.0000,0.3402,1.65,1,7,115.0
99,1019683435,TSLA,TSLA210401P00647500,put,647.5,24.25,30,23.95,10,2021-04-01,2021-03-30T19:06:33.227+0000,1617131582795,239,24.45,42.25,51.75,56.97,24.25,-1.0000,0.0000,0.0000,0.0017,-0.0532,-0.4213,-17.80,1,7,0.0
100,1019261816,TSLA,TSLA210401C00650000,call,650,5.65,1,5.55,43,2021-04-01,2021-03-30T19:13:01.106+0000,1617131582135,39635,5.55,4.40,2.86,8.90,1.75,0.0000,0.0000,0.0000,0.0000,0.0000,0.2614,1.15,1,8,3181.0
101,1019261823,TSLA,TSLA210401P00650000,put,650,26.05,9,25.75,12,2021-04-01,2021-03-30T19:13:01.334+0000,1617131582079,2070,25.85,43.35,50.77,60.80,25.00,-1.0000,0.0000,0.0000,0.0017,-0.0534,-0.4037,-17.50,1,8,36.0
102,1019683436,TSLA,TSLA210401C00652500,call,652.5,5.10,24,4.95,30,2021-04-01,2021-03-30T19:12:43.783+0000,1617131581980,1776,5.00,3.90,2.68,8.05,1.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.2821,1.10,1,9,165.0
103,1019683440,TSLA,TSLA210401P00652500,put,652.5,27.95,2,27.65,1,2021-04-01,2021-03-30T18:37:09.678+0000,1617131581633,363,32.85,45.58,57.55,60.45,28.00,-1.0000,0.0000,0.0000,0.0017,-0.0536,-0.2793,-12.73,1,9,-35.0
104,1019532344,TSLA,TSLA210401C00655000,call,655,4.55,38,4.40,45,2021-04-01,2021-03-30T19:12:56.161+0000,1617131582883,3494,4.44,3.50,2.33,7.30,1.42,0.0000,0.0000,0.0000,0.0000,0.0000,0.2686,0.94,1,10,262.0
105,1019532341,TSLA,TSLA210401P00655000,put,655,29.90,2,29.60,1,2021-04-01,2021-03-30T19:05:23.781+0000,1617131581633,633,30.00,46.00,58.90,65.00,29.36,-1.0000,0.0000,0.0000,0.0017,-0.0538,-0.3478,-16.00,1,10,67.0
106,1019683441,TSLA,TSLA210401C00657500,call,657.5,4.05,35,3.90,14,2021-04-01,2021-03-30T19:13:00.436+0000,1617131582508,1475,3.95,3.15,2.15,6.65,1.27,0.0000,0.0000,0.0000,0.0000,0.0000,0.2540,0.80,1,11,199.0
107,1019683437,TSLA,TSLA210401P00657500,put,657.5,31.95,32,31.60,6,2021-04-01,2021-03-30T19:10:58.959+0000,1617131582795,113,31.45,50.20,65.15,65.15,31.45,-1.0000,0.0000,0.0000,0.0017,-0.0540,-0.3735,-18.75,1,11,-88.0
108,1019261826,TSLA,TSLA210401C00660000,call,660,3.60,19,3.45,17,2021-04-01,2021-03-30T19:13:00.436+0000,1617131582508,9165,3.50,2.87,1.93,6.12,1.14,0.0000,0.0000,0.0000,0.0000,0.0000,0.2195,0.63,1,12,922.0
109,1019261837,TSLA,TSLA210401P00660000,put,660,34.00,11,33.65,6,2021-04-01,2021-03-30T19:12:44.850+0000,1617131582513,579,34.00,52.25,59.81,69.89,32.55,-1.0000,0.0000,0.0000,0.0017,-0.0542,-0.3493,-18.25,1,12,-8.0
110,1019683438,TSLA,TSLA210401C00662500,call,662.5,3.20,40,3.10,6,2021-04-01,2021-03-30T19:11:06.334+0000,1617131582058,1100,3.30,2.65,1.82,5.55,1.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.2453,0.65,1,13,122.0
111,1019683439,TSLA,TSLA210401P00662500,put,662.5,36.10,12,35.75,5,2021-04-01,2021-03-30T19:02:50.184+0000,1617131582513,109,37.35,55.25,70.00,70.00,36.55,-1.0000,0.0000,0.0000,0.0017,-0.0545,-0.3240,-17.90,1,13,-1.0
112,1019532343,TSLA,TSLA210401C00665000,call,665,2.82,21,2.76,19,2021-04-01,2021-03-30T19:12:55.845+0000,1617131582217,3348,2.77,2.37,1.55,5.11,0.94,0.0000,0.0000,0.0000,0.0000,0.0000,0.1688,0.40,1,14,424.0
113,1019532340,TSLA,TSLA210401P00665000,put,665,38.25,14,37.90,5,2021-04-01,2021-03-30T19:12:48.087+0000,1617131582458,278,38.16,55.18,63.66,74.04,37.20,-1.0000,0.0000,0.0000,0.0017,-0.0547,-0.3084,-17.02,1,14,110.0
114,1019683449,TSLA,TSLA210401C00667500,call,667.5,2.48,1,2.44,11,2021-04-01,2021-03-30T19:12:40.453+0000,1617131582217,1562,2.51,2.15,1.60,4.55,0.90,0.0000,0.0000,0.0000,0.0000,0.0000,0.1674,0.36,1,15,107.0
115,1019683448,TSLA,TSLA210401P00667500,put,667.5,40.45,19,40.10,1,2021-04-01,2021-03-30T19:06:41.469+0000,1617131581813,81,40.59,59.75,64.25,74.99,40.59,-1.0000,0.0000,0.0000,0.0017,-0.0549,-0.3207,-19.16,1,15,-34.0
116,1019261839,TSLA,TSLA210401C00670000,call,670,2.22,1,2.18,18,2021-04-01,2021-03-30T19:12:50.248+0000,1617131582817,8287,2.18,2.02,1.25,4.20,0.78,0.0000,0.0000,0.0000,0.0000,0.0000,0.0792,0.16,1,16,487.0
